TeacherID,EventDate,EventType,CenterID,ClassroomID,Position,Notes
T-0223,2/25/2024,Hire,C-HP,CL-HPTO-01,Teacher,Hire during rebuilding phase February 2024
T-0224,2/28/2024,Hire,C-HP,CL-HPTO-01,Lead Teacher,Hire during rebuilding phase February 2024
T-0185,3/1/2024,Termination,C-JP,CL-JPPS2-01,Lead Teacher,Covid/post-Covid turnover wave
T-0225,3/25/2024,Hire,C-JP,CL-JPPS2-01,Lead Teacher,Hire during rebuilding phase March 2024
T-0226,4/16/2024,Hire,C-LCV,CL-LCVTO-01,Teacher,Hire during rebuilding phase April 2024
T-0077,5/1/2024,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0227,5/19/2024,Hire,C-LCV,CL-LCVTO-01,Teacher,Hire during rebuilding phase May 2024
T-0041,7/1/2024,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0211,7/1/2024,Termination,,CL-HPIN-01,Lead Teacher,Covid/post-Covid turnover wave
T-0228,7/21/2024,Hire,C-JP,CL-JPPS1-01,Teacher,Hire during rebuilding phase July 2024
T-0229,7/21/2024,Hire,C-LCV,CL-LCVTO-01,Teacher,Hire during rebuilding phase July 2024
T-0204,8/1/2024,Termination,,CL-LCVPS-01,Lead Teacher,Covid/post-Covid turnover wave
T-0218,8/1/2024,Termination,,CL-HPIN-01,Assistant Teacher,Covid/post-Covid turnover wave
T-0230,8/12/2024,Hire,C-JP,CL-JPIN-01,Teacher,Hire during rebuilding phase August 2024
T-0231,8/15/2024,Hire,C-LCV,CL-LCVPS-01,Lead Teacher,Hire during rebuilding phase August 2024
T-0232,8/7/2024,Hire,C-TD,CL-TDTO-01,Teacher,Hire during rebuilding phase August 2024
T-0222,9/1/2024,Termination,,CL-HPTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0225,9/1/2024,Termination,,CL-JPPS2-01,Lead Teacher,Covid/post-Covid turnover wave
T-0233,9/30/2024,Hire,C-HP,CL-HPTO-01,Teacher,Hire during rebuilding phase September 2024
T-0198,10/1/2024,Promotion,,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0005,11/1/2024,Termination,C-JP,CL-JPPS2-01,Lead Teacher,Covid/post-Covid turnover wave
T-0126,11/1/2024,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0221,11/1/2024,Termination,,CL-TDIN-01,Teacher,Covid/post-Covid turnover wave
T-0234,11/15/2024,Hire,C-HP,CL-HPIN-01,Assistant Teacher,Hire during rebuilding phase November 2024
T-0235,11/5/2024,Hire,C-HP,CL-HPPS1-01,Assistant Teacher,Hire during rebuilding phase November 2024
T-0236,11/19/2024,Hire,C-HP,CL-HPTO-01,Teacher,Hire during rebuilding phase November 2024
T-0237,11/25/2024,Hire,C-JP,CL-JPIN-01,Lead Teacher,Hire during rebuilding phase November 2024
T-0238,11/18/2024,Hire,C-JP,CL-JPIN-01,Teacher,Hire during rebuilding phase November 2024
T-0239,11/18/2024,Hire,C-JP,CL-JPIN-01,Teacher,Hire during rebuilding phase November 2024
T-0240,11/5/2024,Hire,C-JP,CL-JPPS2-01,Assistant Teacher,Hire during rebuilding phase November 2024
T-0241,11/23/2024,Hire,C-JP,CL-JPTO-01,Teacher,Hire during rebuilding phase November 2024
T-0242,11/24/2024,Hire,C-JP,CL-JPTO-01,Lead Teacher,Hire during rebuilding phase November 2024
T-0243,11/10/2024,Hire,C-JP,CL-JPTO-01,Teacher,Hire during rebuilding phase November 2024
T-0244,11/28/2024,Hire,C-TD,CL-TDIN-01,Lead Teacher,Hire during rebuilding phase November 2024
T-0223,12/1/2024,Termination,,CL-HPTO-01,Teacher,Covid/post-Covid turnover wave
T-0245,12/22/2024,Hire,C-HP,CL-HPPS1-01,Lead Teacher,Hire during rebuilding phase December 2024
T-0246,12/12/2024,Hire,C-HP,CL-HPPS1-01,Assistant Teacher,Hire during rebuilding phase December 2024
T-0247,12/25/2024,Hire,C-HP,CL-HPPS2-01,Teacher,Hire during rebuilding phase December 2024
T-0248,12/22/2024,Hire,C-HP,CL-HPTO-01,Teacher,Hire during rebuilding phase December 2024
T-0249,12/6/2024,Hire,C-HP,CL-HPTO-01,Teacher,Hire during rebuilding phase December 2024
T-0250,12/28/2024,Hire,C-JP,CL-JPIN-01,Teacher,Hire during rebuilding phase December 2024
T-0251,12/13/2024,Hire,C-JP,CL-JPPS1-01,Teacher,Hire during rebuilding phase December 2024
T-0252,12/12/2024,Hire,C-JP,CL-JPPS1-01,Lead Teacher,Hire during rebuilding phase December 2024
T-0253,12/22/2024,Hire,C-JP,CL-JPPS1-01,Lead Teacher,Hire during rebuilding phase December 2024
T-0254,12/27/2024,Hire,C-JP,CL-JPPS1-01,Teacher,Hire during rebuilding phase December 2024
T-0255,12/31/2024,Hire,C-JP,CL-JPTO-01,Lead Teacher,Hire during rebuilding phase December 2024
T-0256,12/6/2024,Hire,C-JP,CL-JPTO-01,Teacher,Hire during rebuilding phase December 2024
T-0203,1/1/2025,Promotion,,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0241,1/1/2025,Termination,,CL-JPTO-01,Teacher,Covid/post-Covid turnover wave
T-0257,1/13/2025,Hire,C-JP,CL-JPIN-01,Teacher,Hire during rebuilding phase January 2025
T-0258,1/4/2025,Hire,C-JP,CL-JPPS1-01,Teacher,Hire during rebuilding phase January 2025
T-0259,1/7/2025,Hire,C-JP,CL-JPPS2-01,Teacher,Hire during rebuilding phase January 2025
T-0260,1/16/2025,Hire,C-JP,CL-JPTO-01,Lead Teacher,Hire during rebuilding phase January 2025
T-0261,1/28/2025,Hire,C-JP,CL-JPTO-01,Teacher,Hire during rebuilding phase January 2025
T-0262,1/31/2025,Hire,C-JP,CL-JPTO-01,Teacher,Hire during rebuilding phase January 2025
T-0263,1/31/2025,Hire,C-JP,CL-JPTO-01,Assistant Teacher,Hire during rebuilding phase January 2025
T-0206,2/1/2025,Promotion,,CL-JPPS1-01,Lead Teacher,Promotion to Lead Teacher
T-0023,2/1/2025,Termination,C-LCV,CL-LCVIN-01,Lead Teacher,Covid/post-Covid turnover wave
T-0264,2/21/2025,Hire,C-HP,CL-HPPS1-01,Teacher,Hire during rebuilding phase February 2025
T-0265,3/3/2025,Hire,C-HP,CL-HPPS1-01,Teacher,Hire during rebuilding phase February 2025
T-0266,2/28/2025,Hire,C-HP,CL-HPPS1-01,Teacher,Hire during rebuilding phase February 2025
T-0267,2/11/2025,Hire,C-HP,CL-HPTO-01,Teacher,Hire during rebuilding phase February 2025
T-0268,2/18/2025,Hire,C-HP,CL-HPTO-01,Teacher,Hire during rebuilding phase February 2025
T-0269,2/10/2025,Hire,C-HP,CL-HPTO-01,Lead Teacher,Hire during rebuilding phase February 2025
T-0270,2/19/2025,Hire,C-JP,CL-JPIN-01,Lead Teacher,Hire during rebuilding phase February 2025
T-0271,2/16/2025,Hire,C-JP,CL-JPIN-01,Teacher,Hire during rebuilding phase February 2025
T-0272,2/21/2025,Hire,C-JP,CL-JPPS1-01,Teacher,Hire during rebuilding phase February 2025
T-0273,2/12/2025,Hire,C-JP,CL-JPTO-01,Lead Teacher,Hire during rebuilding phase February 2025
T-0274,2/10/2025,Hire,C-JP,CL-JPTO-01,Teacher,Hire during rebuilding phase February 2025
T-0275,2/7/2025,Hire,C-JP,CL-JPTO-01,Teacher,Hire during rebuilding phase February 2025
T-0244,3/1/2025,Termination,,CL-TDIN-01,Lead Teacher,Covid/post-Covid turnover wave
T-0269,3/1/2025,Termination,,CL-HPTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0276,3/26/2025,Hire,C-HP,CL-HPIN-01,Teacher,Hire during rebuilding phase March 2025
T-0277,3/21/2025,Hire,C-HP,CL-HPIN-01,Teacher,Hire during rebuilding phase March 2025
T-0278,3/8/2025,Hire,C-HP,CL-HPPS1-01,Teacher,Hire during rebuilding phase March 2025
T-0279,3/26/2025,Hire,C-HP,CL-HPPS1-01,Lead Teacher,Hire during rebuilding phase March 2025
T-0280,3/11/2025,Hire,C-HP,CL-HPPS1-01,Lead Teacher,Hire during rebuilding phase March 2025
T-0281,3/4/2025,Hire,C-HP,CL-HPTO-01,Teacher,Hire during rebuilding phase March 2025
T-0282,3/8/2025,Hire,C-HP,CL-HPTO-01,Teacher,Hire during rebuilding phase March 2025
T-0283,3/31/2025,Hire,C-JP,CL-JPIN-01,Assistant Teacher,Hire during rebuilding phase March 2025
T-0284,3/19/2025,Hire,C-JP,CL-JPIN-01,Teacher,Hire during rebuilding phase March 2025
T-0285,3/29/2025,Hire,C-JP,CL-JPIN-01,Teacher,Hire during rebuilding phase March 2025
T-0286,3/1/2025,Hire,C-JP,CL-JPIN-01,Teacher,Hire during rebuilding phase March 2025
T-0287,3/6/2025,Hire,C-JP,CL-JPIN-01,Assistant Teacher,Hire during rebuilding phase March 2025
T-0288,3/25/2025,Hire,C-JP,CL-JPPS1-01,Lead Teacher,Hire during rebuilding phase March 2025
T-0289,3/16/2025,Hire,C-JP,CL-JPPS1-01,Teacher,Hire during rebuilding phase March 2025
T-0290,3/8/2025,Hire,C-JP,CL-JPPS1-01,Teacher,Hire during rebuilding phase March 2025
T-0291,3/26/2025,Hire,C-JP,CL-JPPS2-01,Teacher,Hire during rebuilding phase March 2025
T-0292,3/7/2025,Hire,C-TD,CL-TDIN-01,Teacher,Hire during rebuilding phase March 2025
T-0054,4/1/2025,Termination,C-HP,CL-HPTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0095,4/1/2025,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0230,4/1/2025,Termination,,CL-JPIN-01,Teacher,Covid/post-Covid turnover wave
T-0231,4/1/2025,Termination,,CL-LCVPS-01,Lead Teacher,Covid/post-Covid turnover wave
T-0290,4/1/2025,Termination,,CL-JPPS1-01,Teacher,Covid/post-Covid turnover wave
T-0292,4/1/2025,Termination,,CL-TDIN-01,Teacher,Covid/post-Covid turnover wave
T-0293,4/25/2025,Hire,C-HP,CL-HPPS1-01,Teacher,Hire during rebuilding phase April 2025
T-0294,4/24/2025,Hire,C-HP,CL-HPTO-01,Teacher,Hire during rebuilding phase April 2025
T-0295,4/14/2025,Hire,C-JP,CL-JPIN-01,Teacher,Hire during rebuilding phase April 2025
T-0296,4/22/2025,Hire,C-JP,CL-JPPS1-01,Teacher,Hire during rebuilding phase April 2025
T-0297,4/4/2025,Hire,C-JP,CL-JPPS1-01,Teacher,Hire during rebuilding phase April 2025
T-0298,4/4/2025,Hire,C-JP,CL-JPPS2-01,Assistant Teacher,Hire during rebuilding phase April 2025
T-0299,4/21/2025,Hire,C-JP,CL-JPTO-01,Lead Teacher,Hire during rebuilding phase April 2025
T-0300,4/19/2025,Hire,C-TD,CL-TDIN-01,Teacher,Hire during rebuilding phase April 2025
T-0210,5/1/2025,Promotion,,CL-HPIN-01,Lead Teacher,Promotion to Lead Teacher
T-0232,5/1/2025,Termination,,CL-TDTO-01,Teacher,Covid/post-Covid turnover wave
T-0246,5/1/2025,Termination,,CL-HPPS1-01,Assistant Teacher,Covid/post-Covid turnover wave
T-0250,5/1/2025,Termination,,CL-JPIN-01,Teacher,Covid/post-Covid turnover wave
T-0265,5/1/2025,Termination,,CL-HPPS1-01,Teacher,Covid/post-Covid turnover wave
T-0301,5/5/2025,Hire,C-HP,CL-HPPS1-01,Teacher,Hire during rebuilding phase May 2025
T-0302,5/2/2025,Hire,C-HP,CL-HPPS1-01,Lead Teacher,Hire during rebuilding phase May 2025
T-0303,5/4/2025,Hire,C-HP,CL-HPPS2-01,Assistant Teacher,Hire during rebuilding phase May 2025
T-0304,5/8/2025,Hire,C-JP,CL-JPPS2-01,Assistant Teacher,Hire during rebuilding phase May 2025
T-0305,5/16/2025,Hire,C-JP,CL-JPTO-01,Teacher,Hire during rebuilding phase May 2025
T-0176,6/1/2025,Termination,C-JP,CL-JPTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0184,6/1/2025,Termination,C-TD,CL-TDPS-01,Lead Teacher,Covid/post-Covid turnover wave
T-0242,6/1/2025,Termination,,CL-JPTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0276,6/1/2025,Termination,,CL-HPIN-01,Teacher,Covid/post-Covid turnover wave
T-0283,6/1/2025,Termination,,CL-JPIN-01,Assistant Teacher,Covid/post-Covid turnover wave
T-0291,6/1/2025,Termination,,CL-JPPS2-01,Teacher,Covid/post-Covid turnover wave
T-0306,6/2/2025,Hire,C-HP,CL-HPTO-01,Teacher,Hire during rebuilding phase June 2025
T-0307,6/26/2025,Hire,C-JP,CL-JPPS2-01,Lead Teacher,Hire during rebuilding phase June 2025
T-0308,6/30/2025,Hire,C-JP,CL-JPTO-01,Teacher,Hire during rebuilding phase June 2025
T-0309,6/21/2025,Hire,C-JP,CL-JPTO-01,Teacher,Hire during rebuilding phase June 2025
T-0310,6/19/2025,Hire,C-JP,CL-JPTO-01,Teacher,Hire during rebuilding phase June 2025
T-0311,6/20/2025,Hire,C-JP,CL-JPTO-01,Lead Teacher,Hire during rebuilding phase June 2025
T-0280,7/1/2025,Termination,,CL-HPPS1-01,Lead Teacher,Covid/post-Covid turnover wave
T-0287,7/1/2025,Termination,,CL-JPIN-01,Assistant Teacher,Covid/post-Covid turnover wave
T-0310,7/1/2025,Termination,,CL-JPTO-01,Teacher,Covid/post-Covid turnover wave
T-0274,8/1/2025,Termination,,CL-JPTO-01,Teacher,Covid/post-Covid turnover wave
T-0305,8/1/2025,Termination,,CL-JPTO-01,Teacher,Covid/post-Covid turnover wave
T-0215,9/1/2025,Promotion,,CL-JPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0199,9/1/2025,Termination,,CL-LCVPS-01,Lead Teacher,Covid/post-Covid turnover wave
T-0217,9/1/2025,Termination,,CL-JPTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0248,9/1/2025,Termination,,CL-HPTO-01,Teacher,Covid/post-Covid turnover wave
T-0293,9/1/2025,Termination,,CL-HPPS1-01,Teacher,Covid/post-Covid turnover wave
T-0296,9/1/2025,Termination,,CL-JPPS1-01,Teacher,Covid/post-Covid turnover wave
T-0234,10/1/2025,Termination,,CL-HPIN-01,Assistant Teacher,Covid/post-Covid turnover wave
T-0251,10/1/2025,Termination,,CL-JPPS1-01,Teacher,Covid/post-Covid turnover wave
T-0272,10/1/2025,Termination,,CL-JPPS1-01,Teacher,Covid/post-Covid turnover wave
T-0273,10/1/2025,Termination,,CL-JPTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0284,10/1/2025,Termination,,CL-JPIN-01,Teacher,Covid/post-Covid turnover wave
T-0235,11/1/2025,Promotion,,CL-HPPS1-01,Teacher,Promotion to Teacher
T-0240,11/1/2025,Promotion,,CL-JPPS2-01,Teacher,Promotion to Teacher
T-0164,11/1/2025,Termination,C-TD,CL-TDPS-01,Lead Teacher,Covid/post-Covid turnover wave
T-0243,11/1/2025,Termination,,CL-JPTO-01,Teacher,Covid/post-Covid turnover wave
T-0264,11/1/2025,Termination,,CL-HPPS1-01,Teacher,Covid/post-Covid turnover wave
T-0285,11/1/2025,Termination,,CL-JPIN-01,Teacher,Covid/post-Covid turnover wave
T-0260,12/1/2025,Termination,,CL-JPTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0001,6/1/2022,Reassignment,C-JP,CL-LCVTO-01,Teacher,Reassigned from LCV to C-JP after closure (second wave fix)
T-0002,5/31/2022,Termination,C-LCV,CL-LCVIN-01,Lead Teacher,Departure due to LCV closure (second wave fix)
T-0003,5/31/2022,Termination,C-LCV,CL-LCVPS-01,Teacher,Departure due to LCV closure (second wave fix)
T-0008,5/31/2022,Termination,C-LCV,CL-LCVIN-01,Teacher,Departure due to LCV closure (second wave fix)
T-0014,6/1/2022,Reassignment,C-HP,CL-LCVIN-01,Lead Teacher,Reassigned from LCV to C-HP after closure (second wave fix)
T-0015,6/1/2022,Reassignment,C-HP,CL-LCVPS-01,Teacher,Reassigned from LCV to C-HP after closure (second wave fix)
T-0017,6/1/2022,Reassignment,C-JP,CL-LCVTO-01,Teacher,Reassigned from LCV to C-JP after closure (second wave fix)
T-0022,5/31/2022,Termination,C-LCV,CL-LCVTO-01,Teacher,Departure due to LCV closure (second wave fix)
T-0023,5/31/2022,Termination,C-LCV,CL-LCVIN-01,Teacher,Departure due to LCV closure (second wave fix)
T-0027,5/31/2022,Termination,C-LCV,CL-LCVPS-01,Teacher,Departure due to LCV closure (second wave fix)
T-0030,5/31/2022,Termination,C-LCV,CL-LCVTO-01,Teacher,Departure due to LCV closure (second wave fix)
T-0031,6/1/2022,Reassignment,C-JP,CL-LCVPS-01,Lead Teacher,Reassigned from LCV to C-JP after closure (second wave fix)
T-0034,5/31/2022,Termination,C-LCV,CL-LCVPS-01,Assistant Teacher,Departure due to LCV closure (second wave fix)
T-0036,5/31/2022,Termination,C-LCV,CL-LCVPS-01,Teacher,Departure due to LCV closure (second wave fix)
T-0041,6/1/2022,Reassignment,C-JP,CL-LCVTO-01,Assistant Teacher,Reassigned from LCV to C-JP after closure (second wave fix)
T-0041,8/31/2022,Termination,C-JP,CL-LCVTO-01,Assistant Teacher,Departure after reassignment from LCV (second wave fix)
T-0043,6/1/2022,Reassignment,C-HP,CL-LCVPS-01,Teacher,Reassigned from LCV to C-HP after closure (second wave fix)
T-0044,5/31/2022,Termination,C-LCV,CL-LCVTO-01,Teacher,Departure due to LCV closure (second wave fix)
T-0046,6/1/2022,Reassignment,C-HP,CL-LCVIN-01,Lead Teacher,Reassigned from LCV to C-HP after closure (second wave fix)
T-0047,6/1/2022,Reassignment,C-JP,CL-LCVIN-01,Teacher,Reassigned from LCV to C-JP after closure (second wave fix)
T-0047,8/31/2022,Termination,C-JP,CL-LCVIN-01,Teacher,Departure after reassignment from LCV (second wave fix)
T-0049,5/31/2022,Termination,C-LCV,CL-LCVIN-01,Assistant Teacher,Departure due to LCV closure (second wave fix)
T-0050,6/1/2022,Reassignment,C-JP,CL-LCVTO-01,Teacher,Reassigned from LCV to C-JP after closure (second wave fix)
T-0052,6/1/2022,Reassignment,C-JP,CL-LCVTO-01,Teacher,Reassigned from LCV to C-JP after closure (second wave fix)
T-0056,5/31/2022,Termination,C-LCV,CL-LCVPS-01,Assistant Teacher,Departure due to LCV closure (second wave fix)
T-0057,5/31/2022,Termination,C-LCV,CL-LCVPS-01,Teacher,Departure due to LCV closure (second wave fix)
T-0059,6/1/2022,Reassignment,C-HP,CL-LCVTO-01,Teacher,Reassigned from LCV to C-HP after closure (second wave fix)
T-0062,5/31/2022,Termination,C-LCV,CL-LCVPS-01,Teacher,Departure due to LCV closure (second wave fix)
T-0063,5/31/2022,Termination,C-LCV,CL-LCVTO-01,Teacher,Departure due to LCV closure (second wave fix)
T-0065,5/31/2022,Termination,C-LCV,CL-LCVTO-01,Teacher,Departure due to LCV closure (second wave fix)
T-0066,6/1/2022,Reassignment,C-HP,CL-LCVPS-01,Teacher,Reassigned from LCV to C-HP after closure (second wave fix)
T-0067,6/1/2022,Reassignment,C-HP,CL-LCVTO-01,Teacher,Reassigned from LCV to C-HP after closure (second wave fix)
T-0068,6/1/2022,Reassignment,C-HP,CL-LCVPS-01,Teacher,Reassigned from LCV to C-HP after closure (second wave fix)
T-0069,6/1/2022,Reassignment,C-JP,CL-LCVPS-01,Assistant Teacher,Reassigned from LCV to C-JP after closure (second wave fix)
T-0069,8/31/2022,Termination,C-JP,CL-LCVPS-01,Assistant Teacher,Departure after reassignment from LCV (second wave fix)
T-0071,6/1/2022,Reassignment,C-HP,CL-LCVPS-01,Teacher,Reassigned from LCV to C-HP after closure (second wave fix)
T-0072,6/1/2022,Reassignment,C-HP,CL-LCVPS-01,Assistant Teacher,Reassigned from LCV to C-HP after closure (second wave fix)
T-0076,5/31/2022,Termination,C-LCV,CL-LCVIN-01,Teacher,Departure due to LCV closure (second wave fix)
T-0077,6/1/2022,Reassignment,C-HP,CL-LCVTO-01,Teacher,Reassigned from LCV to C-HP after closure (second wave fix)
T-0078,6/1/2022,Reassignment,C-JP,CL-LCVIN-01,Teacher,Reassigned from LCV to C-JP after closure (second wave fix)
T-0078,8/31/2022,Termination,C-JP,CL-LCVIN-01,Teacher,Departure after reassignment from LCV (second wave fix)
T-0079,6/1/2022,Reassignment,C-HP,CL-LCVTO-01,Teacher,Reassigned from LCV to C-HP after closure (second wave fix)
T-0081,6/1/2022,Reassignment,C-JP,CL-LCVIN-01,Assistant Teacher,Reassigned from LCV to C-JP after closure (second wave fix)
T-0081,8/31/2022,Termination,C-JP,CL-LCVIN-01,Assistant Teacher,Departure after reassignment from LCV (second wave fix)
T-0082,6/1/2022,Reassignment,C-JP,CL-LCVTO-01,Teacher,Reassigned from LCV to C-JP after closure (second wave fix)
T-0082,8/31/2022,Termination,C-JP,CL-LCVTO-01,Teacher,Departure after reassignment from LCV (second wave fix)
T-0083,6/1/2022,Reassignment,C-JP,CL-LCVIN-01,Lead Teacher,Reassigned from LCV to C-JP after closure (second wave fix)
T-0083,8/31/2022,Termination,C-JP,CL-LCVIN-01,Lead Teacher,Departure after reassignment from LCV (second wave fix)
T-0084,5/31/2022,Termination,C-LCV,CL-LCVIN-01,Teacher,Departure due to LCV closure (second wave fix)
T-0085,5/31/2022,Termination,C-LCV,CL-LCVIN-01,Teacher,Departure due to LCV closure (second wave fix)
T-0086,5/31/2022,Termination,C-LCV,CL-LCVIN-01,Assistant Teacher,Departure due to LCV closure (second wave fix)
T-0088,5/31/2022,Termination,C-LCV,CL-LCVIN-01,Lead Teacher,Departure due to LCV closure (second wave fix)
T-0091,5/31/2022,Termination,C-LCV,CL-LCVIN-01,Teacher,Departure due to LCV closure (second wave fix)
T-0092,5/31/2022,Termination,C-LCV,CL-LCVIN-01,Teacher,Departure due to LCV closure (second wave fix)
T-0093,5/31/2022,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Departure due to LCV closure (second wave fix)
T-0094,6/1/2022,Reassignment,C-HP,CL-LCVTO-01,Lead Teacher,Reassigned from LCV to C-HP after closure (second wave fix)
T-0095,5/31/2022,Termination,C-LCV,CL-LCVTO-01,Teacher,Departure due to LCV closure (second wave fix)
T-0098,5/31/2022,Termination,C-LCV,CL-LCVIN-01,Teacher,Departure due to LCV closure (second wave fix)
T-0099,5/31/2022,Termination,C-LCV,CL-LCVPS-01,Teacher,Departure due to LCV closure (second wave fix)
T-0100,5/31/2022,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Departure due to LCV closure (second wave fix)
T-0102,6/1/2022,Reassignment,C-HP,CL-LCVTO-01,Teacher,Reassigned from LCV to C-HP after closure (second wave fix)
T-0103,6/1/2022,Reassignment,C-JP,CL-LCVPS-01,Assistant Teacher,Reassigned from LCV to C-JP after closure (second wave fix)
T-0103,8/31/2022,Termination,C-JP,CL-LCVPS-01,Assistant Teacher,Departure after reassignment from LCV (second wave fix)
T-0105,6/1/2022,Reassignment,C-HP,CL-LCVTO-01,Lead Teacher,Reassigned from LCV to C-HP after closure (second wave fix)
T-0108,5/31/2022,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Departure due to LCV closure (second wave fix)
T-0110,6/1/2022,Reassignment,C-JP,CL-LCVPS-01,Teacher,Reassigned from LCV to C-JP after closure (second wave fix)
T-0110,8/31/2022,Termination,C-JP,CL-LCVPS-01,Teacher,Departure after reassignment from LCV (second wave fix)
T-0111,5/31/2022,Termination,C-LCV,CL-LCVPS-01,Teacher,Departure due to LCV closure (second wave fix)
T-0112,5/31/2022,Termination,C-LCV,CL-LCVPS-01,Assistant Teacher,Departure due to LCV closure (second wave fix)
T-0124,6/1/2022,Reassignment,C-HP,CL-LCVIN-01,Assistant Teacher,Reassigned from LCV to C-HP after closure (second wave fix)
T-0125,6/1/2022,Reassignment,C-HP,CL-LCVTO-01,Teacher,Reassigned from LCV to C-HP after closure (second wave fix)
T-0126,6/1/2022,Reassignment,C-JP,CL-LCVTO-01,Teacher,Reassigned from LCV to C-JP after closure (second wave fix)
T-0126,8/31/2022,Termination,C-JP,CL-LCVTO-01,Teacher,Departure after reassignment from LCV (second wave fix)
T-0136,6/1/2022,Reassignment,C-HP,CL-LCVPS-01,Lead Teacher,Reassigned from LCV to C-HP after closure (second wave fix)
T-0139,6/1/2022,Reassignment,C-HP,CL-LCVPS-01,Teacher,Reassigned from LCV to C-HP after closure (second wave fix)
T-0141,6/1/2022,Reassignment,C-JP,CL-LCVPS-01,Teacher,Reassigned from LCV to C-JP after closure (second wave fix)
T-0141,8/31/2022,Termination,C-JP,CL-LCVPS-01,Teacher,Departure after reassignment from LCV (second wave fix)
T-0142,5/31/2022,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Departure due to LCV closure (second wave fix)
T-0146,5/31/2022,Termination,C-LCV,CL-LCVPS-01,Teacher,Departure due to LCV closure (second wave fix)
T-0149,5/31/2022,Termination,C-LCV,CL-LCVPS-01,Teacher,Departure due to LCV closure (second wave fix)
T-0150,5/31/2022,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Departure due to LCV closure (second wave fix)
T-0151,5/31/2022,Termination,C-LCV,CL-LCVPS-01,Teacher,Departure due to LCV closure (second wave fix)
T-0156,6/1/2022,Reassignment,C-HP,CL-LCVPS-01,Lead Teacher,Reassigned from LCV to C-HP after closure (second wave fix)
T-0157,6/1/2022,Reassignment,C-HP,CL-LCVPS-01,Teacher,Reassigned from LCV to C-HP after closure (second wave fix)
T-0197,5/31/2022,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Departure due to LCV closure (second wave fix)
T-0198,6/1/2022,Reassignment,C-HP,CL-LCVPS-01,Assistant Teacher,Reassigned from LCV to C-HP after closure (second wave fix)
T-0199,5/31/2022,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Departure due to LCV closure (second wave fix)
T-0200,6/1/2022,Reassignment,C-HP,CL-LCVPS-01,Lead Teacher,Reassigned from LCV to C-HP after closure (second wave fix)
T-0203,5/31/2022,Termination,C-LCV,CL-LCVPS-01,Teacher,Departure due to LCV closure (second wave fix)
T-0204,5/31/2022,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Departure due to LCV closure (second wave fix)
T-0216,5/31/2022,Termination,C-LCV,CL-LCVIN-01,Teacher,Departure due to LCV closure (second wave fix)
T-0220,6/1/2022,Reassignment,C-JP,CL-LCVIN-01,Teacher,Reassigned from LCV to C-JP after closure (second wave fix)
T-0226,5/31/2022,Termination,C-LCV,CL-LCVTO-01,Teacher,Departure due to LCV closure (second wave fix)
T-0227,6/1/2022,Reassignment,C-JP,CL-LCVTO-01,Teacher,Reassigned from LCV to C-JP after closure (second wave fix)
T-0227,8/31/2022,Termination,C-JP,CL-LCVTO-01,Teacher,Departure after reassignment from LCV (second wave fix)
T-0229,6/1/2022,Reassignment,C-JP,CL-LCVTO-01,Teacher,Reassigned from LCV to C-JP after closure (second wave fix)
T-0229,8/31/2022,Termination,C-JP,CL-LCVTO-01,Teacher,Departure after reassignment from LCV (second wave fix)
T-0231,5/31/2022,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Departure due to LCV closure (second wave fix)
